	time	open	high	low	close	tick_volume	spread	real_volume
0	2022-04-22 04:00:00	1.08368	1.08508	1.08303	1.08458	10179	0	0
1	2022-04-22 08:00:00	1.08458	1.08519	1.07904	1.07978	21306	0	0
2	2022-04-22 12:00:00	1.07978	1.08253	1.0792	1.08191	16296	0	0
3	2022-04-22 16:00:00	1.08193	1.0845	1.07707	1.07789	28819	0	0
4	2022-04-22 20:00:00	1.07789	1.08011	1.0778	1.08009	11921	0	0
5	2022-04-25 00:00:00	1.08071	1.08145	1.07957	1.0802	8240	0	0
6	2022-04-25 04:00:00	1.0802	1.08044	1.07719	1.07737	11797	0	0
7	2022-04-25 08:00:00	1.07737	1.07791	1.07065	1.0745	29082	0	0
8	2022-04-25 12:00:00	1.0745	1.07584	1.07192	1.07429	26407	0	0
9	2022-04-25 16:00:00	1.07429	1.07437	1.06965	1.07153	32432	0	0
10	2022-04-25 20:00:00	1.07153	1.07188	1.0705	1.07125	14312	0	0
11	2022-04-26 00:00:00	1.07106	1.07311	1.07067	1.073	6661	0	0
12	2022-04-26 04:00:00	1.0729899999999999	1.07388	1.07205	1.07279	11506	0	0
13	2022-04-26 08:00:00	1.07278	1.07343	1.06727	1.06813	21638	0	0
14	2022-04-26 12:00:00	1.06813	1.06973	1.06692	1.0679	17293	0	0
15	2022-04-26 16:00:00	1.0679	1.06852	1.0642	1.06592	26356	0	0
16	2022-04-26 20:00:00	1.06592	1.06618	1.06353	1.06372	12016	0	0
17	2022-04-27 00:00:00	1.06363	1.06478	1.06344	1.06435	6494	0	0
18	2022-04-27 04:00:00	1.06434	1.06536	1.06333	1.06499	11566	0	0
19	2022-04-27 08:00:00	1.06499	1.06547	1.05854	1.05886	26358	0	0
20	2022-04-27 12:00:00	1.05884	1.06228	1.0545	1.05554	25332	0	0
21	2022-04-27 16:00:00	1.05554	1.05713	1.05144	1.05626	32354	0	0
22	2022-04-27 20:00:00	1.05629	1.05722	1.05535	1.05573	15228	0	0
23	2022-04-28 00:00:00	1.05571	1.05623	1.05305	1.05385	5461	0	0
24	2022-04-28 04:00:00	1.05385	1.05532	1.05087	1.05171	16399	0	0
25	2022-04-28 08:00:00	1.05172	1.05646	1.04815	1.05163	34431	0	0
26	2022-04-28 12:00:00	1.05163	1.05386	1.04709	1.04853	30948	0	0
27	2022-04-28 16:00:00	1.04859	1.05311	1.04816	1.05125	35793	0	0
28	2022-04-28 20:00:00	1.0512299999999999	1.05158	1.04972	1.04983	11058	0	0
29	2022-04-29 00:00:00	1.04976	1.0517	1.04906	1.05163	5162	0	0
30	2022-04-29 04:00:00	1.05161	1.05297	1.05051	1.05167	10418	0	0
31	2022-04-29 08:00:00	1.05167	1.05927	1.05166	1.05689	22970	0	0
32	2022-04-29 12:00:00	1.05692	1.05804	1.05101	1.05313	24354	0	0
33	2022-04-29 16:00:00	1.05312	1.05593	1.05186	1.05495	31979	0	0
34	2022-04-29 20:00:00	1.05496	1.05789	1.05415	1.0546	16502	0	0
35	2022-05-02 00:00:00	1.05421	1.05599	1.0526200000000001	1.05289	8300	0	0
36	2022-05-02 04:00:00	1.05289	1.05332	1.05168	1.05183	10820	0	0
37	2022-05-02 08:00:00	1.05183	1.05681	1.05103	1.05287	18323	0	0
38	2022-05-02 12:00:00	1.05287	1.0533	1.05082	1.05108	13036	0	0
39	2022-05-02 16:00:00	1.05108	1.05415	1.05023	1.05091	27177	0	0
40	2022-05-02 20:00:00	1.05091	1.05114	1.04902	1.05072	14215	0	0
41	2022-05-03 00:00:00	1.0507	1.05256	1.04982	1.05251	5109	0	0
42	2022-05-03 04:00:00	1.05248	1.05264	1.05016	1.05017	8594	0	0
43	2022-05-03 08:00:00	1.05017	1.05277	1.04944	1.05005	18297	0	0
44	2022-05-03 12:00:00	1.05004	1.05775	1.04922	1.05675	20969	0	0
45	2022-05-03 16:00:00	1.05675	1.05722	1.05118	1.05155	24784	0	0
46	2022-05-03 20:00:00	1.05156	1.05403	1.05126	1.05202	11797	0	0
47	2022-05-04 00:00:00	1.05186	1.05339	1.05174	1.05243	3523	0	0
48	2022-05-04 04:00:00	1.05244	1.05332	1.0514000000000001	1.05169	5388	0	0
49	2022-05-04 08:00:00	1.05165	1.05347	1.0506	1.05218	15230	0	0
50	2022-05-04 12:00:00	1.05221	1.0555	1.05145	1.05531	16069	0	0
51	2022-05-04 16:00:00	1.05531	1.05641	1.05246	1.05485	23181	0	0
52	2022-05-04 20:00:00	1.05488	1.0630600000000001	1.05108	1.06219	46416	0	0
53	2022-05-05 00:00:00	1.06196	1.06274	1.06037	1.06139	7119	0	0
54	2022-05-05 04:00:00	1.0614	1.06419	1.06099	1.06124	11698	0	0
55	2022-05-05 08:00:00	1.06124	1.06196	1.05813	1.06004	22062	0	0
56	2022-05-05 12:00:00	1.06004	1.06076	1.05458	1.05535	27731	0	0
57	2022-05-05 16:00:00	1.05535	1.0566	1.04928	1.0511	38791	0	0
58	2022-05-05 20:00:00	1.0511	1.05508	1.05024	1.0541	23125	0	0
